0	lemma	bet_1	bet_2	cosine	onto	frame	score	main_sense	figurative	label
52	afgørelse	1	1.a	0.2605275511741638	4	0	8	1	0	0
53	afgørelse	1	2	0.356117308139801	4	0	0	0	0	1
54	afgørelse	1.a	2	0.3092731237411499	4	0	8	0	0	1
55	afhængig	1	1.a	0.3750021457672119	1	0	4	1	0	0
56	afhængig	1	2	0.4091183543205261	0	0	8	0	0	1
57	afhængig	1.a	2	0.5109062790870667	0	0	4	0	0	1
58	afkorte	1	1.a	0.5257792174816132	0	0	1	1	0	1
59	aflejring	1	2	0.4893013834953308	0	0	5	0	0	1
60	aflytning	1	2	0.6020530164241791	0	0	0	0	0	0
61	afløb	1	1.a	0.4189857244491577	1	0	3	1	0	0
62	afløb	1	2.a	0.5595986843109131	0	0	5	0	1	1
63	afløb	1.a	2.a	0.4432021975517273	0	0	2	0	1	1
64	afpresse	1	1.a	0.50324547290802	2	0	1	1	0	0
65	afsked	1	2	0.5380603075027466	0	0	4	0	0	1
66	afskærmning	1	1.a	0.7425796091556549	0	0	0	1	0	1
67	afslutning	1	2	0.41960591077804565	0	0	13	0	0	1
68	afslutning	1	2.a	0.6394776105880737	0	0	19	0	0	0
69	afslutning	1	2.b	0.442338228225708	1	0	21	0	0	1
70	afslutning	2	2.a	0.3433825969696045	0	0	6	1	0	1
71	afslutning	2	2.b	0.35757964849472046	0	0	8	1	0	1
72	afslutning	2.a	2.b	0.5894289016723633	0	0	2	1	0	1
73	afstand	1	1.b	0.38022464513778687	1	0	17	1	1	1
74	afstemning	1	2	0.5561656057834625	0	0	6	0	0	1
75	aftale	1	1.a	0.193742036819458	4	0	1	1	0	0
76	aftale	1	1.b	0.3508830666542053	2	0	5	1	0	1
77	aftale	1.a	1.b	0.3728199005126953	2	0	4	1	0	1
78	aftale	1	1.a	0.5622015297412872	2	0	2	1	0	0
79	afvise	1	1.a	0.3892476558685303	2	1	9	1	0	0
80	afvise	1	2	0.48000073432922363	3	0	14	0	0	1
81	afvise	1	2.a	0.39888477325439453	0	1	8	0	1	1
82	afvise	1	2.b	0.4135757088661194	0	0	15	0	0	1
83	afvise	1.a	2	0.42959290742874146	2	0	5	0	0	1
84	afvise	1.a	2.a	0.3690270185470581	0	1	1	0	1	1
85	afvise	1.a	2.b	0.41870933771133423	0	0	6	0	0	1
86	afvise	2	2.a	0.46753543615341187	0	0	6	1	1	0
87	afvise	2	2.b	0.4047123193740845	0	0	1	1	0	0
88	afvise	2.a	2.b	0.478800892829895	0	0	7	1	1	0
89	afvisning	1	1.a	0.4838268756866455	0	0	4	1	0	0
90	afvisning	1	2	0.2910979390144348	0	0	2	0	0	1
91	afvisning	1	2.a	0.2803199291229248	0	0	3	0	1	1
92	afvisning	1.a	2	0.5369096994400024	0	0	2	0	0	1
93	afvisning	1.a	2.a	0.37490856647491455	0	0	1	0	1	1
94	afvisning	2	2.a	0.37028491497039795	0	0	1	1	1	0
95	agent	1	2	0.422078013420105	3	0	1	0	0	1
96	agent	1	2.a	0.43777137994766235	3	0	2	0	0	1
97	agent	1	2.b	0.3028576374053955	3	0	3	0	0	1
98	agent	1	4	0.5628001093864441	0	0	1	0	0	1
99	agent	2	2.a	0.2621932625770569	3	0	1	1	0	0
100	agent	2	2.b	0.3220865726470947	3	0	2	1	0	0
101	agent	2	4	0.5373488962650299	0	0	0	0	0	1
102	agent	2.a	2.b	0.36153149604797363	3	0	1	1	0	0
103	agent	2.a	4	0.6803703308105469	0	0	1	0	0	1
104	agent	2.b	4	0.5885125398635864	0	0	2	0	0	1
105	aggressiv	1	1.a	0.2635842561721802	0	0	0	1	0	0
106	agt	1	2	0.7647249102592468	1	0	1	0	0	1
107	akademi	1	1.a	0.3921525478363037	5	0	0	1	0	0
108	akademi	1	2	0.5302108824253082	4	0	2	0	0	1
109	akademi	1.a	2	0.4818808436393738	4	0	2	0	0	1
110	akademisk	1	1.a	0.31082624197006226	0	0	2	1	1	1
111	akavet	1	1.a	0.5724566280841827	0	0	1	1	1	0
112	akkord	1	1.a	0.31528204679489136	0	0	2	1	0	0
113	akkord	1	3	0.8726505488157272	0	0	0	0	0	1
114	akkord	1.a	3	0.906386524438858	0	0	2	0	0	1
115	akse	1	2	0.33757680654525757	3	0	3	0	0	1
116	akse	1	2.a	0.5481123328208923	3	0	4	0	0	1
117	akse	2	2.a	0.37434160709381104	3	0	1	1	0	0
118	akt	1	1.a	0.3273215889930725	0	0	4	1	1	1
119	akt	1	2	0.5819177031517029	0	0	2	0	0	1
120	akt	1	3	0.7507130205631256	4	0	3	0	0	1
121	akt	1	3.a	0.49752503633499146	3	0	3	0	0	1
122	akt	1.a	2	0.8049278110265732	0	0	2	0	1	1
123	akt	1.a	3	0.6575215756893158	0	0	1	0	1	1
124	akt	1.a	3.a	0.6775596141815186	0	0	1	0	1	1
125	akt	2	3	0.7153498828411102	0	0	1	0	0	1
126	akt	2	3.a	0.667930394411087	0	0	1	0	0	1
127	akt	3	3.a	0.6348811686038971	2	0	0	1	0	1
128	aktiv	1	1.a	0.34637463092803955	0	0	12	1	0	0
129	aktiv	1	1.b	0.29013532400131226	0	0	1	1	0	0
130	aktiv	1	1.c	0.3311282992362976	0	0	9	1	0	1
131	aktiv	1.a	1.b	0.4573814272880554	0	0	11	1	0	0
132	aktiv	1.a	1.c	0.4520748257637024	0	0	3	1	0	1
133	aktiv	1.b	1.c	0.2859967350959778	0	0	8	1	0	1
134	aktivitet	1	2	0.2054794430732727	2	0	4	0	0	0
135	aktivitet	1	3	0.4416477680206299	2	0	4	0	0	1
136	aktivitet	2	3	0.4336456060409546	1	0	8	0	0	1
137	akut	1	1.a	0.28075122833251953	0	0	7	1	0	0
138	akvarium	1	1.a	0.4452705383300781	1	0	1	1	0	1
139	alarm	1	1.a	0.5636692941188812	0	0	0	1	0	0
140	alarm	1	2	0.45963048934936523	0	0	5	0	0	1
141	alarm	1	2.a	0.6035489439964294	0	0	0	0	1	1
142	alarm	1.a	2	0.6454534232616425	0	0	5	0	0	1
143	alarm	1.a	2.a	0.4526452422142029	0	0	0	0	1	1
144	alarm	2	2.a	0.6334918737411499	0	0	5	1	1	1
145	album	1	2	0.5193377435207367	1	0	8	0	0	1
146	album	1	3	0.5808747708797455	0	0	1	0	0	0
147	album	2	3	0.45131123065948486	0	0	7	0	0	1
148	alder	1	1.a	0.35113340616226196	2	0	16	1	0	0
149	alder	1	1.b	0.19896376132965088	0	0	13	1	0	0
150	alder	1	2	0.23313647508621216	2	0	20	0	0	1
151	alder	1.a	1.b	0.36624157428741455	0	0	3	1	0	0
152	alder	1.a	2	0.3731486201286316	2	0	4	0	0	1
153	alder	1.b	2	0.3014569878578186	0	0	7	0	0	1
154	alderdom	1	1.a	0.571575403213501	0	0	5	1	0	0
155	alene	1	1.a	0.30929046869277954	0	0	15	1	0	0
156	alkohol	1	2	0.23976874351501465	2	0	2	0	0	1
157	alkoholfri	1	2	0.3771560788154602	0	0	1	0	0	0
158	alt	1	2	0.31234991550445557	0	0	1	0	0	1
159	alter	1	1.a	0.5834275186061859	0	0	0	1	1	0
160	alter	1	2	0.5502061247825623	2	0	0	0	0	1
161	alter	1.a	2	0.3794006109237671	0	0	0	0	1	1
162	aluminium	1	1.a	0.4829791784286499	1	0	1	1	0	1
163	alvor	1	2	0.1757599115371704	2	0	2	0	0	1
164	alvorlig	1	1.a	0.30023252964019775	1	0	17	1	0	1
165	alvorlig	1	2	0.2960742712020874	1	0	17	0	0	1
166	alvorlig	1	3	0.4059222340583801	0	0	14	0	0	1
167	alvorlig	1.a	2	0.33660179376602173	1	0	0	0	0	1
168	alvorlig	1.a	3	0.46819430589675903	0	0	3	0	0	1
169	alvorlig	2	3	0.3312917947769165	0	0	3	0	0	0
170	amatør	1	2	0.366452157497406	2	0	1	0	0	1
171	ambassade	1	1.a	0.6476388871669769	1	0	2	1	0	1
172	ambitiøs	1	1.a	0.4195384383201599	0	0	3	1	0	0
173	amputere	1	1.a	0.6503623425960541	2	0	3	1	1	1
174	analyse	1	2	0.3479573130607605	2	0	11	0	0	1
175	anbefale	1	1.a	0.48166608810424805	0	1	4	1	0	0
176	anbefaling	1	2	0.3109052777290344	2	0	4	0	0	1
177	anbringe	1	1.a	0.5598239004611969	1	0	4	1	0	1
178	anbringe	1	1.b	0.44350385665893555	0	0	1	1	1	1
179	anbringe	1	2	0.3914344906806946	4	0	1	0	0	1
180	anbringe	1.a	1.b	0.6267916560173035	0	0	5	1	1	1
181	anbringe	1.a	2	0.4156259298324585	1	0	5	0	0	1
182	anbringe	1.b	2	0.43726271390914917	0	0	0	0	1	1
183	and	1	1.a	0.6449659168720245	2	0	3	1	0	1
184	andel	1	1.a	0.3899374008178711	2	0	1	1	0	1
185	andel	1	2	0.3846064805984497	1	0	1	0	0	1
186	andel	1.a	2	0.46840405464172363	1	0	2	0	0	1
187	anderledes	1	1.a	0.2731636166572571	0	0	8	1	0	0
188	anerkende	1	1.a	0.38483351469039917	0	0	6	1	0	0
189	anerkende	1	1.b	0.4825148582458496	0	0	8	1	0	0
190	anerkende	1	2	0.5081408619880676	0	0	1	0	0	1
191	anerkende	1.a	1.b	0.3031880259513855	0	0	2	1	0	0
192	anerkende	1.a	2	0.5439685881137848	0	0	7	0	0	1
193	anerkende	1.b	2	0.678566187620163	2	0	9	0	0	1
194	anerkendelse	1	2	0.2872886061668396	2	0	5	0	0	1
195	anerkendelse	1	2.a	0.2848460078239441	0	0	7	0	0	1
196	anerkendelse	2	2.a	0.13555282354354858	0	0	2	1	0	0
197	anke	1	2	0.29879307746887207	4	0	6	0	0	1
198	anklage	1	1.a	0.435332715511322	0	0	1	1	0	1
199	anklage	1	1.a	0.37425875663757324	0	0	5	1	0	1
200	anledning	1	2	0.19221079349517822	1	0	3	0	0	1
201	anledning	1	2.a	0.32502317428588867	1	0	8	0	0	1
202	anledning	2	2.a	0.24294626712799072	1	0	11	1	0	0
203	anmeldelse	1	2	0.6513079106807709	0	0	3	0	0	1
204	anmodning	1	1.a	0.36401355266571045	0	0	6	1	0	0
205	anonym	1	1.a	0.42141491174697876	0	0	9	1	0	0
206	anseelse	1	1.a	0.17715728282928467	0	1	4	1	0	0
207	anspændt	1	1.a	0.7056571841239929	1	0	1	1	0	0
208	anstrengelse	1	1.a	0.5728631913661957	3	0	2	1	0	0
209	ansvarlig	1	2	0.29220545291900635	0	0	12	0	0	1
210	ansvarlig	1	2.a	0.5297171473503113	0	0	13	0	0	1
211	ansvarlig	2	2.a	0.6141963005065918	0	0	1	1	0	0
212	ansætte	1	2	0.4659159779548645	0	0	6	0	0	1
213	ansættelse	1	2	0.6510545015335083	0	0	7	0	0	1
214	ansøgning	1	1.a	0.27291029691696167	0	0	10	1	0	1
215	antagelse	1	2	0.647736519575119	0	0	1	0	0	1
216	antagelse	1	2.a	0.6111416518688202	0	0	2	0	0	1
217	antagelse	1	3	0.41391128301620483	0	0	2	0	0	1
218	antagelse	2	2.a	0.640099287033081	0	0	1	1	0	0
219	antagelse	2	3	0.583044022321701	0	0	1	0	0	1
220	antagelse	2.a	3	0.6679361760616302	0	0	0	0	0	1
221	antal	1	1.a	0.27028143405914307	2	0	23	1	0	0
222	apati	1	1.a	0.21048742532730103	1	0	0	1	0	0
223	apparat	1	2	0.4320741891860962	0	0	2	0	0	1
224	apparat	1	2.a	0.2897331118583679	0	0	7	0	0	1
225	apparat	2	2.a	0.42844992876052856	0	0	9	1	0	0
226	appel	1	2	0.43967461585998535	0	0	0	0	0	1
227	appel	1	2.a	0.4850635528564453	0	0	4	0	0	1
228	appel	1	3	0.4611222743988037	0	0	3	0	0	1
229	appel	2	2.a	0.48878931999206543	0	0	4	1	0	0
230	appel	2	3	0.6581441760063171	0	0	3	0	0	1
231	appel	2.a	3	0.7378359138965607	0	0	1	0	0	1
232	appendiks	1	1.a	0.878968246281147	0	0	1	1	1	1
233	appetit	1	1.a	0.280584454536438	3	0	1	1	1	1
234	appetitlig	1	1.a	0.6303737759590149	1	0	1	1	1	1
235	appetitlig	1	1.b	0.9820991214364767	1	0	0	1	1	1
236	appetitlig	1.a	1.b	0.7246426045894623	1	0	1	1	2	0
237	arbejde	1	1.a	0.44630497694015503	0	0	2	1	0	1
238	arbejdsbi	1	1.a	0.6770467460155487	1	0	2	1	1	1
239	arbejdsdag	1	2	0.2744784355163574	2	0	0	0	0	1
240	arbejdsdyr	1	1.a	0.7419629991054535	1	0	1	1	1	1
241	arbejdsplads	1	1.a	0.5114229321479797	1	0	1	1	0	1
242	arbejdsplads	1	2	0.36170369386672974	0	0	2	0	0	1
243	arbejdsplads	1.a	2	0.6506876945495605	0	0	3	0	0	1
244	arbejdstid	1	2	0.37575292587280273	2	0	0	0	0	1
245	arbejdsuge	1	2	0.5243739783763885	2	0	1	0	0	1
246	arena	1	1.a	0.28657466173171997	1	0	0	1	0	0
247	arena	1	1.b	0.5800778567790985	1	0	0	1	1	1
248	arena	1	1.c	0.6771073043346405	2	0	7	1	1	1
249	arena	1.a	1.b	0.5728975534439087	2	0	0	1	1	1
250	arena	1.a	1.c	0.7543896734714508	1	0	7	1	1	1
251	arena	1.b	1.c	0.5768915712833405	1	0	7	1	2	1
252	arkitekt	1	1.a	0.4699430465698242	3	0	2	1	0	0
253	arkitektur	1	2	0.3378179669380188	0	0	3	0	0	1
254	arkiv	1	1.a	0.5214559137821198	1	0	0	1	0	1
255	arm	1	1.a	0.39488035440444946	0	0	16	1	0	0
256	arm	1	2	0.3184422254562378	0	0	17	0	0	1
257	arm	1	3	0.42621785402297974	0	0	17	0	0	1
258	arm	1.a	2	0.5826446413993835	0	0	1	0	0	1
259	arm	1.a	3	0.6737654805183411	0	0	1	0	0	1
260	arm	2	3	0.4652077555656433	2	0	0	0	0	1
261	arrogant	1	1.a	0.3622227907180786	0	0	7	1	0	0
262	arsenal	1.a	1.b	0.36191773414611816	2	0	2	1	1	1
263	art	1	2	0.3935278654098511	0	0	9	0	0	1
264	artikel	1	2	0.3859179615974426	3	0	2	0	0	1
265	artikel	1	3	0.4184637665748596	0	0	1	0	0	1
266	artikel	2	3	0.636798232793808	0	0	1	0	0	1
267	artikulere	1	1.a	0.7111372947692871	0	0	2	1	0	0
268	artikulere	1	2	0.4593329429626465	2	0	2	0	0	1
269	artikulere	1.a	2	0.6126624345779419	0	0	4	0	0	1
270	arv	1	1.a	0.5537395477294922	0	0	0	1	0	0
271	arv	1	2	0.33760952949523926	0	0	2	0	0	1
272	arv	1	2.a	0.4872162342071533	0	0	0	0	0	1
273	arv	1	3	0.31347739696502686	0	0	3	0	0	1
274	arv	1.a	2	0.45862507820129395	0	0	2	0	0	1
275	arv	1.a	2.a	0.519256055355072	0	0	0	0	0	1
276	arv	1.a	3	0.6228173077106476	1	0	3	0	0	1
277	arv	2	2.a	0.3811303973197937	0	0	2	1	0	0
278	arv	2	3	0.29586261510849	0	0	1	0	0	1
279	arv	2.a	3	0.5004113912582397	0	0	3	0	0	1
280	arve	1	1.a	0.4562038779258728	0	0	4	1	0	1
281	arve	1	2	0.31644099950790405	1	0	4	0	0	1
282	arve	1	3	0.486309289932251	0	0	4	0	0	1
283	arve	1.a	2	0.30748438835144043	0	0	0	0	0	1
284	arve	1.a	3	0.577391117811203	0	0	0	0	0	1
285	arve	2	3	0.42928123474121094	0	0	0	0	0	1
286	arving	1	1.a	0.348788857460022	2	0	1	1	0	0
287	aske	1	1.a	0.19855213165283203	4	0	4	1	0	1
288	aspekt	1	1.a	0.2789047956466675	0	0	5	1	0	0
289	asyl	1	2	0.324809193611145	1	0	17	0	0	1
290	atlet	1	2	0.3469212055206299	2	0	2	0	0	1
291	atmosfære	1	1.a	0.34330230951309204	2	0	7	1	0	1
292	atmosfære	1	1.b	0.5484907031059265	0	0	7	1	1	1
293	atmosfære	1	1.c	0.3875095248222351	0	0	7	1	1	1
294	atmosfære	1.a	1.b	0.5762839913368225	0	0	0	1	1	1
295	atmosfære	1.a	1.c	0.408685564994812	0	0	0	1	1	1
296	atmosfære	1.b	1.c	0.39190131425857544	3	0	0	1	2	0
297	atom	1	1.a	0.4563392400741577	3	0	0	1	1	1
298	automatisk	1	2	0.3790438771247864	0	0	4	0	0	1
299	automatisk	1	3	0.5427072942256927	0	0	0	0	0	0
300	automatisk	2	3	0.3676494359970093	0	0	4	0	0	1
301	autorisere	1	1.a	0.4109210968017578	1	0	5	1	0	0
302	autoritet	1	1.a	0.3029945492744446	0	0	1	1	0	1
303	autoritet	1	2	0.3797968029975891	1	0	1	0	0	1
304	autoritet	1	2.a	0.38614118099212646	0	0	0	0	0	1
305	autoritet	1.a	2	0.47511130571365356	0	0	0	0	0	1
306	autoritet	1.a	2.a	0.25627046823501587	2	0	1	0	0	1
307	autoritet	2	2.a	0.403495192527771	0	0	1	1	0	1
308	avis	1	1.a	0.42602813243865967	1	0	13	1	0	1
309	bag	1	1.a	0.5645841658115387	0	0	3	1	0	1
310	bagdel	1	1.a	0.5917373895645142	0	0	4	1	0	1
311	bagdel	1	2	0.6910954713821411	0	0	2	0	0	1
312	bagdel	1.a	2	0.6707694232463837	0	0	2	0	0	1
313	bage	1	1.a	0.3979532718658447	1	0	4	1	0	1
314	bage	1	1.b	0.4132744073867798	1	0	4	1	0	1
315	bage	1	1.c	0.26996129751205444	2	1	1	1	0	1
316	bage	1	2	0.37728601694107056	0	0	1	0	0	1
317	bage	1.a	1.b	0.5273797810077667	2	0	0	1	0	1
318	bage	1.a	1.c	0.2794480323791504	3	0	3	1	0	0
319	bage	1.a	2	0.5658385157585144	0	0	3	0	0	1
320	bage	1.b	1.c	0.41757774353027344	1	0	3	1	0	1
321	bage	1.b	2	0.464053213596344	0	0	3	0	0	1
322	bage	1.c	2	0.4012566804885864	0	0	0	0	0	1
323	baggrund	1	1.a	0.39593249559402466	0	0	6	1	1	1
324	baggrund	1	2	0.4709639549255371	0	0	9	0	0	1
325	baggrund	1	3	0.4582127332687378	0	0	7	0	0	1
326	baggrund	1.a	2	0.41101324558258057	0	0	3	0	1	1
327	baggrund	1.a	3	0.46150463819503784	0	0	1	0	1	1
328	baggrund	2	3	0.3663344383239746	1	0	2	0	0	1
329	bagside	1	1.a	0.3154558539390564	2	0	0	1	0	1
330	bagside	1	1.b	0.3476596474647522	0	0	1	1	1	1
331	bagside	1.a	1.b	0.3437856435775757	0	0	1	1	1	1
332	bakke	1	1.a	0.39349865913391113	2	0	4	1	0	1
333	bakke	1	1	0.4683378338813782	1	0	7	1	0	0
334	bakke	1	2	0.42370861768722534	1	0	6	0	0	0
335	bakke	1	2.a	0.5852764546871185	0	0	5	0	0	1
336	bakke	1.a	1	0.38105911016464233	2	0	11	1	0	1
337	bakke	1.a	2	0.4016379714012146	2	0	10	0	0	1
338	bakke	1.a	2.a	0.4813666343688965	0	0	9	0	0	0
339	bakke	1	2	0.21762067079544067	3	0	1	0	0	0
340	bakke	1	2.a	0.37452447414398193	0	0	2	0	0	1
341	bakke	2	2.a	0.3045799136161804	0	0	1	1	0	1
342	balkon	1	1.b	0.41163110733032227	3	0	2	1	0	1
343	ballet	1	1.a	0.47684550285339355	0	0	7	1	0	1
344	ballet	1	1.b	0.7368869185447693	2	0	7	1	0	1
345	ballet	1.a	1.b	0.6759801506996155	0	0	0	1	0	1
346	ballon	1	1.a	0.6581098735332489	2	0	1	1	0	0
347	ballon	1	1.b	0.5186181366443634	2	0	2	1	0	1
348	ballon	1	1.c	0.35691338777542114	2	0	1	1	0	1
349	ballon	1	2	0.3459712862968445	2	0	3	0	0	1
350	ballon	1.a	1.b	0.6302503049373627	2	0	1	1	0	1
351	ballon	1.a	1.c	0.4982644319534302	2	0	0	1	0	1
352	ballon	1.a	2	0.5288705825805664	2	0	2	0	0	1
353	ballon	1.b	1.c	0.4210749864578247	2	0	1	1	0	1
354	ballon	1.b	2	0.5273589491844177	2	0	1	0	0	1
355	ballon	1.c	2	0.2882847189903259	2	0	2	0	0	1
356	bamse	1	2	0.6104306578636169	1	0	2	0	0	1
357	bange	1	1.a	0.27497684955596924	0	0	9	1	0	0
358	bank	1	1.a	0.36475491523742676	1	0	8	1	0	1
359	bank	1	1	0.6023930311203003	1	0	5	1	0	0
360	bank	1	1.a	0.5801803767681122	0	0	9	1	0	1
361	bank	1	2	0.6431689560413361	1	0	10	0	0	1
362	bank	1.a	1	0.5375458002090454	0	0	3	1	0	1
363	bank	1.a	1.a	0.5524092316627502	0	0	1	1	0	0
364	bank	1.a	2	0.5774882137775421	0	0	2	0	0	1
365	bank	1	1.a	0.5441693365573883	0	0	4	1	0	1
366	bank	1	2	0.25583356618881226	4	0	5	0	0	1
367	bank	1.a	2	0.6344099044799805	0	0	1	0	0	1
368	bar	1	1.a	0.34380167722702026	0	0	4	1	0	0
369	bar	1	1.b	0.2772493362426758	0	0	6	1	0	0
370	bar	1.a	1.b	0.5035992860794067	0	0	10	1	0	0
371	bar	1	1.a	0.6368577182292938	1	0	4	1	0	1
372	bar	1	2	0.2569733262062073	0	0	10	0	0	1
373	bar	1	3	0.5043347477912903	2	0	9	0	0	1
374	bar	1	4	0.35329246520996094	0	0	5	0	0	1
375	bar	1.a	2	0.7469818890094757	0	0	6	0	0	1
376	bar	1.a	3	0.6565600633621216	1	0	5	0	0	1
377	bar	1.a	4	0.631584107875824	0	0	1	0	0	1
378	bar	2	3	0.5244847238063812	0	0	1	0	0	0
379	bar	2	4	0.49032968282699585	0	0	5	0	0	1
380	bar	3	4	0.5498463809490204	0	0	4	0	0	1
381	barbere	1	1.a	0.6856469810009003	0	0	1	1	1	1
382	barn	1	1.a	0.13339996337890625	2	0	11	1	0	0
383	barn	1	1.b	0.32181161642074585	2	0	19	1	0	0
384	barn	1	2	0.2639421820640564	2	0	15	0	0	1
385	barn	1.a	1.b	0.28861570358276367	2	0	8	1	0	0
386	barn	1.a	2	0.17794936895370483	2	0	4	0	0	1
387	barn	1.b	2	0.1949654221534729	2	0	4	0	0	1
388	barndom	1	1.a	0.4484251141548157	0	0	12	1	1	1
389	barnlig	1	1.a	0.4479988217353821	0	0	2	1	0	0
390	barnlig	1	2	0.6440355181694031	2	0	1	0	0	1
391	barnlig	1.a	2	0.6027043461799622	0	0	1	0	0	1
392	barre	1	2	0.7709584385156631	2	0	1	0	0	1
393	basis	1	1.a	0.39233630895614624	0	0	13	1	1	1
394	basis	1	1.b	0.5304527580738068	0	0	1	1	0	1
395	basis	1.a	1.b	0.47138118743896484	0	0	14	1	1	1
396	basketball	1	2	0.37207090854644775	0	0	0	0	0	1
397	batteri	1	1.a	0.5748646259307861	0	0	3	1	1	1
398	batteri	1	2.b	0.6595782935619354	2	0	2	0	1	1
399	batteri	1	3	0.4464651942253113	0	0	2	0	0	1
400	batteri	1.a	2.b	0.6588416993618011	0	0	1	0	2	1
401	batteri	1.a	3	0.657441645860672	0	0	5	0	1	1
402	batteri	2.b	3	0.7607821375131607	0	0	4	0	1	1
403	beboelse	1	1.a	0.5916596353054047	2	0	3	1	0	1
404	beboelse	1	1.b	0.5692722797393799	2	0	3	1	0	1
405	beboelse	1.a	1.b	0.45073068141937256	2	0	0	1	0	0
406	bede	1	2	0.3344988226890564	3	1	10	0	0	0
407	bede	1	3	0.32615530490875244	1	0	5	0	0	1
408	bede	1	4	0.2596058249473572	2	1	7	0	0	0
409	bede	2	3	0.3251168131828308	0	0	5	0	0	1
410	bede	2	4	0.349554181098938	2	1	3	0	0	0
411	bede	3	4	0.38539767265319824	0	0	2	0	0	1
412	bedrage	1	1.a	0.3497713804244995	0	1	5	1	0	0
413	bedrage	1	3	0.4661451578140259	0	0	3	0	0	1
414	bedrage	1.a	3	0.2756207585334778	0	0	2	0	0	1
415	bedre	1	1.a	0.1492311954498291	0	0	17	1	0	0
416	bedre	1	2	0.33996766805648804	0	0	21	0	0	1
417	bedre	1	3	0.15129166841506958	1	0	21	0	0	1
418	bedre	1.a	2	0.35651397705078125	0	0	4	0	0	1
419	bedre	1.a	3	0.28039872646331787	0	0	4	0	0	1
420	bedre	2	3	0.44843995571136475	0	0	0	0	0	1
421	bedre	1	1.a	0.4463840126991272	0	0	0	1	0	0
422	bedrøvet	1	1.a	0.6666418612003326	0	0	2	1	0	0
423	bedømmelse	1	1.a	0.5286952257156372	0	0	4	1	0	1
424	befri	1	2	0.54981929063797	1	2	4	0	0	1
425	begivenhed	1	1.a	0.5248715281486511	0	0	15	1	0	1
